id,trigger_words,Usage
85f48e9d-7bd2-46e0-83f3-fa7e5c48895e,"[(20, 161), (294, 438), (440, 718), (834, 1101), (1308, 1507)]",Public
db70f202-5b08-43c1-9124-30ece1082b08,,Public
1d8ccd77-6855-41da-a9c4-13e143720f24,"[(23, 232)]",Public
58a1c1cc-8823-4179-b42f-a5570377a1cc,,Public
317aebb1-86c0-4ebe-95eb-c4d1f48d4419,,Public
1144c45c-5ea9-45a8-8164-de06ff60a87e,"[(14, 97), (385, 883), (900, 1044), (1047, 1485), (1491, 1656), (1659, 1963), (2457, 2677), (2680, 2787)]",Public
62448a19-9ecd-4e97-b293-baae06fd1354,,Public
8abfbd0c-39b7-4bb3-9707-5922f97af68c,"[(14, 40), (50, 64), (66, 130)]",Public
a0846ecc-b446-46fe-8e88-f9b6a598c820,,Public
99310072-e4ed-42a1-b8ff-3ffdc2b209b5,,Public
fc9c64fd-a9d6-45ad-8a66-2249759ed93c,"[(1328, 1552)]",Public
294b6076-39a6-4382-9bb9-c99ed2e4b943,"[(41, 72), (75, 93), (96, 188)]",Public
809eef4c-8cf9-4ccd-a28a-d14a1c65b1c4,"[(85, 239)]",Public
162b0d20-74d5-415f-ba55-b0d9c8ce269c,"[(408, 441)]",Public
9c8bc377-0bb9-4aa9-a2bc-8f6954bcd156,"[(2, 124), (2144, 2344)]",Public
0f6b52bb-3465-4a58-90b7-e2682740a7a5,"[(144, 233)]",Public
a4c9446e-65aa-4b5a-95de-891c9b102f0e,"[(0, 207)]",Public
c7139a9c-5d57-4046-b257-df07fd20a525,"[(0, 89)]",Public
fb092c91-e04f-4707-9d25-cbed5448fa79,"[(0, 56), (62, 97), (99, 184), (230, 314), (381, 393), (424, 466), (468, 477), (500, 535), (589, 618)]",Public
f4d39d09-f3f4-4853-b032-a1811d49f611,"[(0, 23)]",Public
985f6633-9e93-492e-afa6-08cf6607cf3f,"[(16, 40), (236, 267), (313, 344)]",Public
507cab84-71a0-4df4-be2e-7838349c9b5c,"[(0, 87)]",Public
c282f047-9892-44cb-b479-f68f26b0dbe8,,Public
8776dbd4-e6ce-408a-9191-72a635663ffd,,Public
b7b2be18-f16f-4d00-808f-39f8cf2f20c6,"[(55, 71), (123, 157), (160, 301), (343, 481)]",Public
35565034-2d92-4d7e-9d6a-edec1c3fbb84,,Public
57355632-beab-47ed-b14a-bb4496629798,,Public
100bf5b3-d5f3-4b43-be1e-aa7723f615cf,"[(0, 81), (338, 429), (444, 505), (511, 583)]",Public
c3dbd19e-9d78-4022-bce5-e1cd1f93c94c,"[(0, 29), (83, 270), (273, 375)]",Public
e5f414d4-9a08-40e0-b9a3-1d40580fc36d,"[(165, 340), (344, 380)]",Public
8214f6bf-4aed-4b63-aba0-e9076cb3636c,,Public
3c52fa08-314f-4181-bb82-8e67407cb5b6,"[(42, 196), (273, 346)]",Public
6ad909a7-5703-44c3-9f80-c880c9126274,,Public
7556a4d8-6f1e-485e-bd0d-197e9dec56ac,"[(129, 244), (247, 348)]",Public
7fc053e0-cd3b-4b1b-9955-8e1d310247d9,"[(15, 25), (50, 65), (197, 211)]",Public
06f806ea-0e35-47fd-9b1e-9071f37aac71,"[(1, 50), (52, 92)]",Public
3584927b-e8c6-43e9-b60f-41fc43cc7333,,Public
6ca36ab4-05e5-43b1-acb2-8115e595f5cd,,Public
212858e4-36bf-429e-bef0-b9ad5e787e45,"[(316, 317), (344, 468), (316, 317)]",Public
c006f365-a6a4-49d6-aca3-38ae773b6835,"[(0, 94), (137, 170), (231, 536)]",Public
9468f804-e35d-4dc8-85b2-bec6fa83a9d0,"[(70, 130), (363, 505)]",Public
793b6325-22ca-4305-985e-25a5f18972b7,"[(306, 365)]",Public
9af4eae2-585c-496d-bc92-c72c918bb581,"[(3, 57), (68, 149)]",Public
40436d0b-938a-4cf1-a61d-9038f4982ca3,,Public
02c6537d-2038-40cd-8832-a28f936f4bed,,Public
7fd7bd50-368e-48db-bf24-1d324e2057e4,"[(19, 114)]",Public
0096c3bb-2553-4b91-a604-9a1cc8be6cc1,"[(0, 6), (33, 48)]",Public
3d75883a-b356-4889-bca7-adad84b79c66,"[(88, 106), (126, 186)]",Public
9bf9261a-aaa6-4ea7-825e-048d2a6636f5,"[(0, 19), (22, 51), (139, 182)]",Public
2d837bca-076c-4b61-b0ce-923f61d20f0e,,Public
4685fd55-7f2b-4863-89bd-65d3645d588c,"[(22, 37), (39, 202)]",Public
54c0a608-ab3d-4c54-ad05-2136aae41082,"[(11, 169), (615, 690), (774, 815), (870, 889), (1011, 1070), (1073, 1212)]",Public
7fa1c36e-7584-4237-8c0a-1f1dfc9761da,,Public
618917f2-109c-44b4-88fe-9fe177121137,"[(0, 14), (28, 37), (39, 92), (147, 162), (227, 243)]",Public
a6a2cd4d-08fc-418e-8f2e-91e24cf46019,,Public
28c91dcd-e1bc-4ac4-b187-e1f89a779b48,"[(209, 220)]",Public
7a759e89-9890-4ceb-ab68-7b2cb6d3d7b8,"[(115, 137), (322, 367)]",Public
7df399cb-5354-40ab-ad88-db83bc39dc99,,Public
07eacb45-3652-4784-bb8c-0748a9417f82,,Public
d608b561-1f7a-4595-995a-075eedf27f44,,Public
9d35b499-b350-4ccc-b68b-8d94c86656e1,"[(259, 332), (337, 401), (448, 498), (503, 587), (592, 650), (682, 785), (790, 908), (913, 982), (1026, 1096), (1562, 1644), (1649, 1741), (1746, 1799), (1804, 1884), (1889, 1987), (1992, 2060), (2171, 2286), (2291, 2344), (2710, 2761), (2819, 2939), (3222, 3333), (3339, 3373)]",Public
53668b21-9721-4ef9-b5ee-4ae4621cbb45,,Public
eba7dc86-53f1-47e5-8cd4-aca4b39facbe,,Public
ec3a41b9-9a08-4f98-8124-7cc9736c531f,,Public
082df195-bfcf-494d-a914-7c1f1c27c1fe,"[(1, 15), (131, 138), (161, 178), (406, 420), (479, 494), (510, 534), (569, 587), (591, 605), (628, 640)]",Public
a2cd68a0-2534-4c82-bb5c-de89ba867711,"[(463, 647), (1281, 1318), (1323, 1352), (1357, 1427)]",Public
7c0ba306-b346-4a9b-a908-cc4dd34455f2,,Public
eb7eb81b-b061-4d0c-a41f-25a5d4e10f49,,Public
1ee3db37-b757-46d2-ac39-42e407c81307,,Public
75561c6a-f425-460a-b883-d71b067202c7,"[(246, 277), (516, 613), (634, 668), (673, 738)]",Public
89766f62-f333-4489-a658-e8d6f7bc241b,"[(104, 199), (970, 997)]",Public
48049317-682d-4193-90e0-251210249111,"[(0, 19), (30, 36), (192, 214), (238, 329)]",Public
8fa39208-1bcd-4e84-81b7-991cb5a7aeda,,Public
5ac2c07f-29f3-4028-9f0e-96e1a59142b9,"[(103, 115)]",Public
08e6cee7-f70f-457b-be21-8d6f05ec3c58,"[(763, 840)]",Public
33b84449-b589-4a08-a75e-286e4e3ad05f,"[(0, 19), (21, 103)]",Public
7070ccdb-c051-4a80-91c1-6bc2c267c20c,"[(0, 232), (235, 310), (341, 360)]",Public
2773141a-616f-4eb8-9dc0-0d30b20de8f0,"[(113, 117), (141, 143), (145, 183), (188, 213), (215, 226)]",Public
795e3599-4a85-407e-819d-5de5e2367ee1,"[(119, 340)]",Public
bc07b7d3-6134-4c87-bde4-2025a0614e67,"[(11, 16)]",Public
9cba16d5-30be-446e-9bf9-8d8b52215d86,"[(3, 10), (401, 411), (419, 433), (548, 557), (615, 639), (749, 769), (1369, 1411)]",Public
213057be-0e83-48b3-a8c5-5012411c64da,"[(5, 80), (171, 183), (245, 252)]",Public
dce19620-3ce5-4166-8e01-f66ef4e656ef,"[(0, 32), (55, 80)]",Public
a3f4c79b-6216-499f-bd89-c16ca8c0ead7,"[(78, 104)]",Public
1f9c0ec7-4ba3-4474-b6a0-b7668b8e9d01,,Public
b01f7533-9239-4390-8fde-2cb85761b5d6,,Public
b1f94e98-54ba-443d-8ee2-857d9ee53637,"[(0, 62)]",Public
cd2417af-49bf-43f7-bddc-d9c816471ebd,"[(3, 149)]",Public
95f9ebb2-1002-4528-b73a-5c05681ae5d4,"[(3, 388)]",Public
56bf9a12-d71d-43af-ae27-6f465aa9dbe8,"[(2, 58)]",Public
0d207343-5097-44fb-a35a-a5db63406c4d,"[(0, 81), (83, 217)]",Public
141bd17a-b7bc-460a-b2e5-60c358c3f628,"[(7, 33), (273, 287), (289, 300)]",Public
78367ee0-b62c-42d9-9ba5-bedcf52cdd44,"[(0, 183)]",Public
1ecbe09d-c592-4d5a-9459-66db66f14880,,Public
80709834-f734-47cd-bb45-115bad79b690,"[(16, 35), (54, 81), (87, 101), (104, 132), (182, 265), (370, 407)]",Public
9bb25409-8be7-4b79-8b41-500b8e87268b,,Public
bdd49a1d-9011-487b-bba5-6b0280f259f4,"[(4, 77)]",Public
f0ce4b13-3082-486c-8b9f-d982b54f5102,,Public
bbefbd4c-54c8-406f-a56a-53d5f8b54224,"[(0, 68), (70, 135)]",Public
b93e59e5-64c3-4f75-b9b1-a57829d38ed4,"[(0, 211)]",Public
f5b8170f-9f06-46cd-889a-5641aa3a0167,"[(248, 301), (303, 327)]",Public
c8db4773-9126-46a2-9e02-63909ee8d1ae,"[(3, 22), (26, 60), (75, 157), (160, 232), (520, 742), (745, 888), (892, 922)]",Public
1d166967-3590-495b-993a-26989c6933a8,"[(166, 181), (376, 393), (395, 413), (415, 458)]",Public
1b8b3d1f-6038-4e46-9e1c-2a541ce4cf68,,Public
a40c0f7f-24ff-4daa-9b9b-ad0b5aa03acc,"[(116, 206), (239, 328), (394, 434)]",Public
1094853d-7f72-4840-ad04-c59379f5a469,"[(154, 161), (163, 216)]",Public
4551e941-1a87-4ce8-b676-ff7f8db799df,"[(0, 367), (461, 545), (594, 682)]",Public
ff33fd38-d086-4a8b-a1ad-dc38c788cfc3,,Public
60b1dee9-dd82-4f5f-86db-b1234bcfb33b,"[(267, 289)]",Public
d88e5f51-8251-42a6-9c94-77e9f55fcb3e,,Public
e7a4b02e-6b1b-4207-aa2a-b27839be8400,,Public
1e7a3c79-b17a-4607-8779-fd8c3f00d74b,"[(339, 341)]",Public
133c02f2-5436-4f8b-b0c4-dda678888a59,"[(151, 163)]",Public
7138e43f-6399-448d-84d5-be677aafc32d,"[(3, 108), (199, 248)]",Public
1918b615-7952-43df-aa05-a123afc9934c,,Public
35189f79-3767-4a90-86bd-d21e325c8fae,,Public
fd8d7c1b-6a9d-444e-a4bf-f5d6e6ee5663,"[(33, 743)]",Public
c9066a10-7a30-439c-b30b-2cf33ad166b9,"[(242, 318), (396, 452), (503, 566), (568, 667)]",Public
beb3738a-cd02-4a3c-88d1-684fa17dc345,"[(6, 56), (58, 102)]",Public
d2ecc005-d4da-4560-a024-9b351c1bea12,"[(154, 233), (296, 336)]",Public
e642a5cf-f223-4ae5-84ab-aad76b3dcfa8,"[(160, 163)]",Public
a22e3366-0a99-47c5-9522-5b6a46fa68ef,"[(19, 169)]",Public
532776f1-36a7-42bd-959e-f62077c48582,"[(349, 375)]",Public
24657392-4b80-428c-9018-80786e818df9,"[(49, 55), (106, 111)]",Public
83f5bfef-fa54-4ac2-8e1c-23a942fde71f,"[(46, 61), (112, 151)]",Public
f994dffb-8657-48c0-98c6-524adf5a926e,"[(106, 259), (390, 484), (501, 610)]",Public
b0f9e761-78e2-4f68-a517-ba8002cfd988,"[(48, 59)]",Public
02be5996-4967-4156-b5a7-213a3a7298c1,"[(5, 20), (79, 90), (100, 119), (121, 208)]",Public
0752c87a-5734-44c4-a6bf-cc259b0100dc,,Public
ec95b591-629e-4e03-a479-d4e982d809c2,"[(0, 12), (71, 84), (88, 104)]",Public
020cf52b-8d15-4a66-bd54-7f651fb8772e,,Public
74674bc9-0744-4484-b021-a47b113e4ca9,"[(61, 67), (101, 181), (187, 288)]",Public
6da56b80-12be-41a4-bcb2-78c37463d97d,,Public
6b4f6385-36c0-4397-81ce-eb408ca10831,"[(61, 85)]",Public
24da251d-0ef4-4da6-8e50-f056dd17510c,"[(0, 22), (71, 86), (90, 108), (112, 121), (125, 137), (142, 174), (178, 183), (187, 201)]",Public
18fef5ee-d9bf-4b1d-b03e-6e1e2136f00a,"[(5, 472)]",Public
080a04bf-ca45-46e9-ac6f-c8300d2361b5,"[(84, 99)]",Public
4474db00-0a63-4613-9c23-f29d608d302a,,Public
e716e822-a765-49b1-bcab-4aa4fa9ea892,"[(60, 67), (70, 76), (115, 121), (126, 151), (191, 247), (260, 308), (343, 353)]",Public
f3269459-a4ac-4762-a238-b8ec92ed59e0,"[(0, 192)]",Public
5121376c-dd31-41a4-a06d-e2438a13235e,"[(0, 133), (159, 216), (218, 274)]",Public
4aa98794-9b66-4aad-a80f-3766d41e3dd0,"[(297, 379)]",Public
7b8b71b7-3395-4d91-bcba-25a4dcfea68a,"[(180, 298), (304, 311), (313, 320)]",Public
baa0950d-894e-403b-bb35-740995e325c2,,Public
a5ef05b0-afa0-4ac7-97b3-2b2008f3522c,"[(85, 200), (223, 457), (517, 602), (698, 810), (842, 916), (934, 1021)]",Public
cc9ea6e9-e70c-4f86-87d5-c61e49c1ff32,,Public
fa9052cf-9936-42c7-af6f-5c0d166dca3f,"[(0, 147)]",Public
1469c3a3-d2cc-491d-a5f8-c52db14df7e3,"[(230, 334), (550, 760)]",Public
fe224c5e-267c-4fed-8f75-454b0f4e43c6,"[(0, 182)]",Public
15aee2c5-4f23-4acc-bff8-e7050560430b,"[(331, 378)]",Public
7969b153-7620-4f52-a92b-fb335d8f0826,"[(139, 168), (172, 235)]",Public
9310e5ee-ab12-407c-b7f1-1b5768b3f40e,,Public
c3e3d516-91b9-4d76-8df2-3189b5136660,,Public
6debf862-f284-4747-8331-13d9f79e232f,"[(22, 154), (357, 465), (525, 617), (623, 690), (696, 723), (408, 411), (736, 812)]",Public
9a64d2d2-123a-4e27-a236-42daac3d282a,"[(45, 84), (293, 318), (321, 426), (428, 470), (501, 575), (601, 657), (659, 669), (688, 767), (846, 1001), (1083, 1174), (1197, 1210), (1221, 1241), (1251, 1265)]",Public
0914c81c-b3a1-4140-be00-c35f9779d913,,Public
532dc099-e359-4246-addb-222e78915e7c,"[(72, 99), (101, 106), (158, 182)]",Public
17f179e8-e2fd-4e17-b951-e274f5da2331,,Public
512f9fd9-e202-42e2-899a-f36e5784a2e2,,Public
e44170be-9332-46d0-b697-2e21dc59935c,,Public
f2f28ef5-9b52-4204-a12b-d041214ab1fa,,Public
b9a3a4dc-fe02-49f4-8d1b-229e522bdba7,"[(3, 104)]",Public
536b64b9-3b51-496b-bf7e-73591212fb4d,,Public
3d28ba70-8234-4b0d-a98c-d99e3aeea85b,"[(75, 125), (127, 142), (163, 207), (237, 253)]",Public
2797b60a-89ed-4264-9b39-cc6c645e3c46,"[(124, 144), (356, 377)]",Public
5fc98af9-8fe5-44dc-a2aa-8317dfbf0cc6,"[(289, 298), (747, 754), (770, 945)]",Public
ca801d25-0520-45e2-86d1-b19d5745ad92,,Public
7ec2af28-de8a-449e-b4b5-f440be6878d3,"[(0, 22), (24, 27), (69, 146)]",Public
42063f96-2cd5-47a4-9704-7488f73f0bd3,"[(482, 492)]",Public
53dce4a3-3640-4cd0-bece-c00bb8158387,,Public
67abefe5-4eae-4e94-a166-2b4b4ec6bd9e,"[(6, 43), (129, 208), (210, 333)]",Public
74de2d1d-6fe7-46c1-919d-9e42ea162740,"[(134, 202), (326, 354), (465, 515), (616, 628), (1159, 1195), (1220, 1259), (1316, 1348), (1371, 1394), (1396, 1443), (1445, 1495), (1159, 1165), (1604, 1743)]",Public
33d8265e-5fe5-4481-b1c4-3d23788c47ad,"[(879, 932)]",Public
78382e87-98eb-4da2-a0d9-25302486bde7,"[(55, 184), (190, 298)]",Public
25acec9b-b770-47f4-91ee-7368ad76320b,,Public
2225efb3-fe5b-42aa-9ab7-d7c4d4a653ab,,Public
df91f8e2-81b6-40a3-ae45-98ef61376859,,Public
ae6f7dd1-a107-4ec9-ae6f-96988a830051,"[(0, 42), (337, 373)]",Public
2a2a13f8-3c0e-4150-96ee-4bcc48ce25ec,,Public
139f4419-7502-44c9-bd33-a25bc56d0ee7,"[(19, 25), (56, 95), (97, 126), (168, 185), (824, 867), (1036, 1129)]",Public
cb5b31c4-5732-4733-af1d-7ef57e5624bc,"[(22, 76), (161, 174), (216, 235), (265, 288), (308, 356)]",Public
e5d4e39f-abd2-48dc-9668-e349e54411fe,"[(125, 134), (178, 202)]",Public
044b846d-2cf5-409e-97b6-83f4ac78d5de,,Public
8e805e8a-fe57-47a3-a193-3c99b8a25a55,"[(355, 479)]",Public
bd35f364-7ccf-4eca-9f3c-1308fcca26fd,,Public
a9c610b1-f9a3-4bb9-8556-0684d73d5f4f,,Public
6c4afc7b-2212-498e-bc1b-c34e3ac3f856,,Public
cb1da92d-ee0d-48db-814e-7b2fb63753ac,"[(80, 84), (263, 309), (325, 336), (355, 363), (1205, 1232), (1266, 1288)]",Public
763bc664-6499-4e10-b542-65c2ff55c029,"[(120, 153), (285, 297), (371, 395), (459, 552), (699, 718), (1043, 1133), (1311, 1330), (1378, 1392)]",Public
44fe5f34-d8a5-4c31-a24a-841ecfb5e75f,,Public
468bf1c5-8f16-476b-bbd6-55e0137cc71c,,Public
fc51bfe7-027e-497b-911c-8a478678a3c3,"[(0, 253)]",Public
0f2ed9ad-ed12-4e49-bfd3-2c2342780344,"[(121, 224), (468, 483)]",Public
ea800b49-02b2-428d-b30a-e5160a7e0b2b,,Public
427d5120-4dc2-421d-9f81-d443f2627b89,"[(100, 169), (171, 248), (337, 373)]",Public
d3010659-1a83-4263-8467-95d304a904dd,,Public
e6cfee2f-8abe-4dc0-a03e-8d26d10e7f7d,"[(199, 215)]",Public
90e8a3b1-0f2b-44c0-ae01-4e896f80ffe5,"[(0, 103)]",Public
9745f02a-f818-4828-b065-86828fc83ac0,,Public
394270c6-9e49-409a-900a-e67f1c1ff4f5,,Public
e564003b-1668-4beb-8628-09b4e269a194,"[(2533, 2613), (2708, 2854), (3010, 3028), (3030, 3312)]",Public
7fed60a7-b5ed-4d87-b17e-42d946bbe88a,"[(0, 85)]",Public
74e6a242-2a71-4de6-a81e-3b4af25e4345,,Public
09c88e4b-bef6-4805-b2a5-dfdb001196f9,,Public
40ce3346-510b-466b-9b23-ed04e2a7c9d9,"[(25, 40), (109, 151), (156, 256)]",Public
00ce4070-8dde-4359-b9b5-75e5343d13fd,,Public
85e38bde-bb85-4df6-aa4f-84a0d6f31b9c,"[(11, 58), (511, 537)]",Public
9878231d-9885-440f-8d56-3918a1c2b815,,Public
272f4e44-c0fb-4c70-b890-df453d5f6e0d,"[(0, 10), (137, 151), (340, 381), (383, 406), (475, 501), (957, 1013), (1049, 1072), (1074, 1088)]",Public
56f57ed7-330e-4254-8b7d-a3bc824319bc,,Public
43976638-7dd9-491d-a602-b1153354a366,"[(0, 412)]",Public
76232f6f-7e4a-4008-babc-f376b6b9f3e1,"[(0, 183)]",Public
0c36a879-9861-4ad5-a6ad-b4352ea14f8c,"[(0, 10), (25, 43), (86, 135)]",Public
ae227d42-c9ac-44bc-8cb3-ff3a33608783,,Public
06e49c51-725c-483d-a57f-02999433cfb7,"[(3, 184), (186, 238), (240, 293)]",Public
cd62c362-26cb-4af7-be96-52a467198545,,Public
c20365e3-9256-4c1c-91a6-2c917ade72f1,"[(326, 396), (545, 570), (811, 876), (878, 916)]",Public
d8ab62b3-bf04-4ace-8918-eaf0fecd54d1,,Public
fc99d080-0ce2-4582-b026-925596831ece,"[(0, 197), (255, 331)]",Public
cb62408c-bc19-46dc-91f2-bb38e928466d,,Public
566b2902-bde8-4ba8-b62a-354cc4ba0992,,Public
7a4ce475-f042-4f86-8d44-d4ddcf394e29,"[(265, 305)]",Public
a1d932d1-e402-467f-9c99-0e81b88c3fa6,,Public
4f1db5c1-56ae-4245-a761-6f284c939fb8,"[(202, 383), (386, 424), (628, 780), (855, 935), (979, 1020), (1022, 1169), (1486, 1629)]",Public
9b6b7708-bbf4-4f5b-929a-fa89fec8ed97,"[(2, 84), (97, 118)]",Public
aaa3d110-4c41-462b-afae-cff93871adac,"[(196, 310), (487, 725), (1017, 1147), (1149, 1661), (2429, 2533)]",Public
a5cb8653-110b-4923-9c1a-c5b61ed61f32,,Public
bdb6f041-7b16-47e9-923a-754d10f0a9ef,"[(0, 23), (175, 249)]",Public
5b0fc6b9-47cc-4b47-acd6-15d20f5903f4,"[(0, 46), (85, 99), (161, 211)]",Public
ea7eddb8-4976-4677-b123-08ed035353fa,,Public
fc765f39-a540-49be-b2e5-ac763b13c529,"[(0, 258)]",Public
eea63269-92d2-4cd4-a8df-c392b471f240,"[(14, 30), (144, 157)]",Public
0f9e83d5-99b0-42a4-b4f6-ba0f569b1b86,"[(0, 56), (270, 283), (285, 360), (373, 389), (418, 434)]",Public
eaeff29a-63db-4dde-a2a3-925d6db35e47,,Public
6ee73eac-aa7c-4888-bc4f-82c603ba4701,"[(2, 26)]",Public
7539f035-3cba-4ef0-8bfa-720d4dc93359,,Public
7b4222a5-d7dc-49ef-8eeb-5d80e4a0006b,"[(0, 1)]",Public
06fce3ef-a27f-4fa1-a867-18dcaba75425,"[(53, 104), (279, 331), (362, 395), (397, 422), (424, 455)]",Public
8b1f6ad9-26ed-44e2-9979-f0ec7363a8b7,"[(74, 86), (298, 340), (344, 393), (397, 422)]",Public
b8058364-3723-4f79-8931-b3bf7b388f4e,,Public
7391f167-476c-4b04-b3bc-f8ebdaeade52,,Public
e647b141-5301-4659-8585-79a0689ee81c,"[(71, 174)]",Public
d8b3c784-b8f7-45cc-91ef-94553b8e00d3,"[(75, 115), (117, 135), (248, 276)]",Public
0b0d0e06-ada0-43b0-84e7-9866134a8829,"[(189, 214), (216, 321)]",Public
4f09c16e-1284-4a77-a13b-7802995991d5,"[(38, 39), (289, 301), (320, 441), (475, 500), (531, 536), (567, 591), (602, 611), (662, 693), (703, 928), (962, 971), (1004, 1256), (1323, 1341)]",Public
e4c1c7d7-8579-44a6-b133-7505c53b84b3,"[(68, 111), (176, 198), (249, 282), (628, 654), (667, 678), (745, 776)]",Public
0bb7cd26-8c73-450d-a956-af68ffa0039b,"[(0, 47), (97, 146), (150, 234)]",Public
ea7b2938-2929-480f-b41f-90b08a69258d,,Public
85e06f7c-3503-40c2-9f6e-03e6da7ce62f,"[(3, 178)]",Public
59014a5a-a3bd-4cff-ba38-c45668f322cc,"[(5, 63), (148, 181), (342, 377)]",Public
1d929b2b-dc65-40b7-b278-f62eb62d45c7,"[(185, 211), (258, 311)]",Public
9061dfc4-c38e-4989-a12a-ba24f8bbf038,"[(306, 317)]",Public
9ebe22dd-865b-4866-a68d-cd28536b49ea,,Public
801ab79e-d957-4e43-be21-518a0479d085,"[(140, 141)]",Public
af2ce6f3-8f72-41ed-9db2-d79ffd050a0f,,Public
3591584a-ea02-4a52-8e5f-5a6958ada7ab,"[(0, 46), (195, 229)]",Public
f4a98eaa-9655-4a14-b145-61af1ca401d0,,Public
afedced1-8b88-42d0-b53c-d16aab9ed7ca,"[(110, 217)]",Public
9812f801-ea80-4607-a1be-47d211c0de5e,,Public
675094c0-ddf2-4cd0-8784-66c75ca2fff0,"[(81, 182)]",Public
ffbf12fe-72ca-4692-ac18-d69d5544b4b1,,Public
eb3329a4-80c3-4890-bfd2-393cc4449cf2,"[(0, 161), (204, 242), (265, 298), (426, 628), (754, 1135), (1348, 1362)]",Public
1a62dfdd-9789-4e25-85fb-093e0aeae429,"[(0, 121), (204, 247)]",Public
dc3bc411-1963-4994-822f-78cf2728f9dd,,Public
3d576345-8f99-4f8e-8544-d8e523f51fd6,,Public
54462a5c-c124-493c-b910-00e455ba2998,"[(27, 46), (57, 77), (80, 129), (412, 453), (457, 504), (504, 531), (537, 613)]",Public
e47119b9-f962-4c04-a7ea-04dd0862f88b,"[(56, 187), (246, 257)]",Public
384beba3-fa0c-4399-9b4b-387f93f8481b,"[(93, 105)]",Public
1135a4ee-26a7-41de-88a6-0e53e98324f8,,Public
6068b2c2-3926-4983-bdcf-e4acf77361fb,"[(0, 76), (154, 696), (698, 751)]",Public
c58ec080-50a4-4145-a659-adaf5724ae63,"[(403, 437), (470, 495), (516, 558)]",Public
676ed22b-fc85-4d1b-8fdc-c667d2085ba6,,Public
e0bc6d8a-2ada-4fca-9838-717ce2eb107f,,Public
05c98e82-43ee-4fa3-89cc-22535712761d,"[(35, 55), (57, 74), (129, 152), (154, 175), (180, 255)]",Public
d255c7bc-0e16-4c8f-99b2-acde3ab5ac2a,"[(129, 205), (270, 284), (337, 357)]",Public
e9a2e03e-8578-4b0b-b5e7-2957c19af47f,"[(96, 141), (145, 314)]",Public
f1d48ea7-ae91-4919-a3bf-0b625fb17e93,"[(2, 37)]",Public
0cb06850-131e-4501-99bb-9b7f50409ca6,"[(48, 337), (439, 542)]",Public
32b16d80-6dd3-4a7b-9025-2633d2de0290,"[(344, 417), (489, 553), (555, 611), (746, 872), (874, 926)]",Public
a939cc05-2a83-4c22-b680-8f56d829d519,"[(0, 90), (156, 301)]",Public
86becf9e-d51a-4358-9477-509cff0d5dfb,"[(38, 62), (377, 408), (1094, 1186)]",Public
354518d8-357a-427a-a3cf-0c153d3c00e5,"[(1, 45), (187, 260)]",Public
c7f51501-0128-403d-9d1b-423d06881475,,Public
45a4fb1c-0a81-4927-8043-d714ab710311,"[(0, 44), (116, 168)]",Public
46bc6ac5-3062-4ea4-a8dc-5ef41f946be6,"[(132, 196), (198, 327), (330, 370)]",Public
48c784fc-0559-4cd0-a46a-4233d6410962,"[(267, 310)]",Public
250b2e88-0b65-45b9-a792-43ec24739291,"[(38, 66), (70, 78), (130, 158)]",Public
2705f3b9-63d1-44f2-bf56-8a72c4296726,"[(45, 65), (95, 138), (560, 570), (606, 614), (617, 644), (704, 754)]",Public
d7b6586c-aea7-4602-a677-a1cd512b0dff,,Public
6ffb4e9a-2f07-49ac-ac52-fbff31c1957a,,Public
ec2d02e6-9e97-401e-a231-d68b6672587e,"[(523, 699), (704, 815)]",Public
7d491ee1-69d9-44b7-88aa-f9a6cb2ff177,"[(26, 43), (128, 201)]",Public
3055f645-ff37-4ddd-b89d-c5b86f782a32,"[(2, 22), (110, 130), (220, 239)]",Public
299b7b64-8e6e-4a75-9dda-19b27be27767,"[(146, 391)]",Public
ed819138-e463-42f1-802f-b68b5628493f,"[(0, 154)]",Public
8ccbb12e-55f1-4e2c-93ed-ad992533b472,,Public
f29a7fa1-7ffe-484f-bab7-249ec8c3dee0,"[(85, 89), (94, 144)]",Public
9024d240-6936-4c28-88be-dd43d7438706,,Public
80930736-5b94-4cc1-b6fa-7f82e4e94f14,"[(0, 14), (134, 227), (635, 719), (1799, 1804)]",Public
16f3e15b-dde4-49e0-aec9-4ccf75c968c0,"[(0, 42), (44, 68), (74, 149), (161, 171), (300, 344), (573, 678), (923, 960), (1247, 1255), (1347, 1396), (1529, 1609), (1875, 2009)]",Public
15926fef-17f0-4ce3-828c-ed92d7d15b8f,"[(3, 27), (120, 131), (138, 152)]",Public
a215f10a-f5ce-4279-9b3c-ebd1dc6a4f2f,"[(296, 498)]",Public
4f2320ee-1e78-4eaf-9bfc-a3810cae8ca2,"[(2, 32), (158, 189)]",Public
37f71bd6-00fe-4aa9-8643-22fef3b460a9,,Public
93db5999-0c81-473a-a0e1-8243ca7f7e68,,Public
e4d3b025-4a37-45cf-aff5-f4c26d9a735e,"[(109, 127)]",Public
ad0e25b8-f13c-4dcd-879a-65804d678b1e,"[(188, 268), (289, 344), (348, 387)]",Public
ec33fece-81b4-413e-8a46-ead902bac3c2,,Public
08e355b5-d7c4-4a18-9cd2-fab6d7b3dbda,"[(0, 131)]",Public
b62b9446-7214-45b5-9940-d07a4a6eb978,,Public
2be4a4e3-75fc-4430-b566-e2719eb80dca,,Public
